Região,Provincia,Ecorregião Marinha,Zona,x,y
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.279,26.259
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.34299999999999,26.209
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.4,26.178
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.85799999999999,25.872
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.182,25.798000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.721,25.631999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.405,25.561
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.61,25.573
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.71799999999999,25.589000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.999,25.614
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.21700000000001,25.569000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.311,25.511999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.404,25.581
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.781,25.682
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.87700000000001,25.680999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.087,25.688000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.23200000000001,25.701999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.402,25.721999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.55799999999999,25.764
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.67200000000001,25.781
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.749,25.796999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.822,25.809
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.891,25.831
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.194,25.936999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.291,25.980999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.39399999999999,26.034000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.61200000000001,26.171999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.721,26.212
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.885,26.225
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.947,26.233
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.021,26.248
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.149,26.264
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.25200000000001,26.274
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.319,26.23
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.385,26.175
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.449,26.134
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.633,26.029
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.72,25.965
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.787,25.927
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.818,25.615
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.84899999999999,25.486
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.863,25.313000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.875,25.186
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.897,25.101999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.912,24.971999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.988,24.726999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.094,24.392
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.12100000000001,24.337
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.152,24.264
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.18799999999999,24.18
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.234,24.078000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.29700000000001,23.95
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.34700000000001,23.855999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.39399999999999,23.750999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.396,23.660999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.398,23.579
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.76,24.090999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.76,24.090999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.76,24.090999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.73299999999999,24.045
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.744,24.045
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.779,24.043000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.779,24.043000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.15,23.746
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.086,24.394000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.986,24.739
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.977,24.813000000000002
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.96700000000001,24.88
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.945,24.99
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.90899999999999,25.136
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.898,25.219
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.86200000000001,25.353
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.84299999999999,25.439
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.814,25.535999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.804,25.596999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.785,25.67
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.75399999999999,25.78
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.852,25.979
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.87799999999999,26.107
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.935,26.2
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.001,26.596
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.01899999999999,26.715
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.1,27.288
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.105,27.421999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.088,27.508000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-101.101,27.586
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.851,28.699
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-100.602,29.086
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-99.876,30.186999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-99.546,30.456999999999997
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-99.363,30.601
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-99.314,30.686999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-99.005,31.043000000000003
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.92399999999999,31.765
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.789,31.791999999999998
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.52799999999999,31.872
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.417,32.038000000000004
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-97.105,32.313
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.729,32.535
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.552,32.662
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.47200000000001,32.681999999999995
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.33200000000001,32.762
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-96.094,32.827
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.949,32.86
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.745,32.931
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.411,32.986
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.309,33.001999999999995
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.251,33.01
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-95.12899999999999,33.027
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.764,33.155
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.64200000000001,33.173
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.52,33.211
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-94.021,33.266
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.934,33.279
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.792,33.292
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.652,33.278
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-93.09,33.217
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.579,33.058
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.40700000000001,33.103
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-92.02,33.129
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.49700000000001,33.427
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-91.176,33.541
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.199,33.685
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-90.08200000000001,33.68
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.99799999999999,33.669000000000004
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.697,33.649
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.48700000000001,33.669000000000004
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.296,33.779
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-89.04,33.83
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.941,33.864000000000004
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.686,33.9
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.425,33.952
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.294,33.98
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-88.021,34.032
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.617,33.953
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.541,33.946
Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate,-87.40299999999999,33.909
Northern Labrador,Arctic,Arctic,Polar,-68.021,67.592
Northern Labrador,Arctic,Arctic,Polar,-65.604,66.983
Northern Labrador,Arctic,Arctic,Polar,-64.521,66.733
Northern Labrador,Arctic,Arctic,Polar,-63.74100000000001,66.553
Northern Labrador,Arctic,Arctic,Polar,-62.792,66.499
Northern Labrador,Arctic,Arctic,Polar,-62.416000000000004,66.589
Northern Labrador,Arctic,Arctic,Polar,-62.25,66.668
Northern Labrador,Arctic,Arctic,Polar,-62.04,66.768
Northern Labrador,Arctic,Arctic,Polar,-61.7,66.732
Northern Labrador,Arctic,Arctic,Polar,-61.413999999999994,66.625
Northern Labrador,Arctic,Arctic,Polar,-60.003,66.888
Northern Labrador,Arctic,Arctic,Polar,-58.04,67.25399999999999
Northern Labrador,Arctic,Arctic,Polar,-57.981,66.84100000000001
Northern Labrador,Arctic,Arctic,Polar,-57.931000000000004,66.595
Northern Labrador,Arctic,Arctic,Polar,-58.2,65.28699999999999
Northern Labrador,Arctic,Arctic,Polar,-58.438,64.829
Northern Labrador,Arctic,Arctic,Polar,-58.736999999999995,64.45100000000001
Northern Labrador,Arctic,Arctic,Polar,-58.793,64.374
Northern Labrador,Arctic,Arctic,Polar,-58.852,64.307
Northern Labrador,Arctic,Arctic,Polar,-58.917,64.21
Northern Labrador,Arctic,Arctic,Polar,-58.986000000000004,64.15899999999999
Northern Labrador,Arctic,Arctic,Polar,-59.108000000000004,63.976000000000006
Northern Labrador,Arctic,Arctic,Polar,-59.365,63.803999999999995
Northern Labrador,Arctic,Arctic,Polar,-59.516999999999996,63.605
Northern Labrador,Arctic,Arctic,Polar,-59.623000000000005,63.453
Northern Labrador,Arctic,Arctic,Polar,-59.784,63.258
Northern Labrador,Arctic,Arctic,Polar,-59.864,63.18899999999999
Northern Labrador,Arctic,Arctic,Polar,-59.996,63.081
Northern Labrador,Arctic,Arctic,Polar,-60.402,62.821000000000005
Northern Labrador,Arctic,Arctic,Polar,-60.596000000000004,62.678999999999995
Northern Labrador,Arctic,Arctic,Polar,-60.688,62.636
Northern Labrador,Arctic,Arctic,Polar,-60.791000000000004,62.287
Northern Labrador,Arctic,Arctic,Polar,-60.797,62.163000000000004
Northern Labrador,Arctic,Arctic,Polar,-60.957,61.504
Northern Labrador,Arctic,Arctic,Polar,-60.77,61.376000000000005
Northern Labrador,Arctic,Arctic,Polar,-60.488,61.059
Northern Labrador,Arctic,Arctic,Polar,-60.192,60.887
Northern Labrador,Arctic,Arctic,Polar,-60.101000000000006,60.81
Northern Labrador,Arctic,Arctic,Polar,-59.8,60.648999999999994
Northern Labrador,Arctic,Arctic,Polar,-59.291000000000004,60.232
Northern Labrador,Arctic,Arctic,Polar,-59.092,59.974
Northern Labrador,Arctic,Arctic,Polar,-59.023999999999994,59.922
Northern Labrador,Arctic,Arctic,Polar,-58.84,59.648
Northern Labrador,Arctic,Arctic,Polar,-58.755,59.526
Northern Labrador,Arctic,Arctic,Polar,-58.398,58.986000000000004
Northern Labrador,Arctic,Arctic,Polar,-58.302,58.841
Northern Labrador,Arctic,Arctic,Polar,-58.192,58.501999999999995
Northern Labrador,Arctic,Arctic,Polar,-58.13399999999999,58.419
Northern Labrador,Arctic,Arctic,Polar,-57.782,58.309
Northern Labrador,Arctic,Arctic,Polar,-57.48,58.248999999999995
Northern Labrador,Arctic,Arctic,Polar,-57.312,58.148
Northern Labrador,Arctic,Arctic,Polar,-57.056000000000004,58.067
Northern Labrador,Arctic,Arctic,Polar,-56.883,58.016999999999996
Northern Labrador,Arctic,Arctic,Polar,-56.668,57.968
Northern Labrador,Arctic,Arctic,Polar,-56.321999999999996,57.8
Northern Labrador,Arctic,Arctic,Polar,-56.251999999999995,57.748000000000005
Northern Labrador,Arctic,Arctic,Polar,-56.145,57.728
Northern Labrador,Arctic,Arctic,Polar,-56.056999999999995,57.676
Northern Labrador,Arctic,Arctic,Polar,-60.571999999999996,55.282
Northern Labrador,Arctic,Arctic,Polar,-61.718,54.566
Northern Labrador,Arctic,Arctic,Polar,-64.262,53.605
Northern Labrador,Arctic,Arctic,Polar,-64.26100000000001,53.717
Northern Labrador,Arctic,Arctic,Polar,-64.421,53.888000000000005
Northern Labrador,Arctic,Arctic,Polar,-64.661,54.181999999999995
Northern Labrador,Arctic,Arctic,Polar,-64.83,54.328
Northern Labrador,Arctic,Arctic,Polar,-64.941,54.403
Northern Labrador,Arctic,Arctic,Polar,-65.39,55.074
Northern Labrador,Arctic,Arctic,Polar,-64.726,58.836000000000006
Northern Labrador,Arctic,Arctic,Polar,-64.869,60.071000000000005
Northern Labrador,Arctic,Arctic,Polar,-64.672,60.412
Northern Labrador,Arctic,Arctic,Polar,-64.869,61.486000000000004
Northern Labrador,Arctic,Arctic,Polar,-66.66,62.095
Northern Labrador,Arctic,Arctic,Polar,-69.847,63.473
Northern Labrador,Arctic,Arctic,Polar,-70.545,64.763
Northern Labrador,Arctic,Arctic,Polar,-70.72399999999999,65.891
Northern Labrador,Arctic,Arctic,Polar,-69.578,67.21600000000001
Northern Labrador,Arctic,Arctic,Polar,-69.578,67.21600000000001
Northern Labrador,Arctic,Arctic,Polar,-69.116,67.327
Northern Labrador,Arctic,Arctic,Polar,-68.021,67.592
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,155.259,21.197
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,153.953,20.927
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,153.673,20.939
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,152.672,21.180999999999997
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.657,21.846999999999998
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.589,21.905
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.321,22.206999999999997
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,150.862,22.991
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,150.638,23.824
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,150.608,24.272
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,150.70600000000002,25.074
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,150.863,25.552
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.589,26.636999999999997
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.66299999999998,26.7
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.871,26.849
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,151.95600000000002,26.921999999999997
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,152.241,27.085
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,152.67600000000002,27.363000000000003
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,152.73,27.381999999999998
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,153.158,27.469
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,153.861,27.611
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,153.95600000000002,27.618000000000002
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,154.144,27.581
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,154.227,27.578000000000003
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,154.534,27.504
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,155.235,27.364
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,156.316,26.642
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,156.705,26.174
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.043,25.554000000000002
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.124,25.147
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.241,24.714000000000002
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.256,24.483
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.297,24.276999999999997
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.196,23.461
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,157.041,22.989
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,156.31799999999998,21.908
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,155.965,21.601
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,155.259,21.197
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,144.502,23.772
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,141.69299999999998,21.398000000000003
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,141.56,21.41
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,141.292,21.36
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,141.159,21.386
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,141.047,21.369
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,140.014,21.613000000000003
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,139.114,22.166999999999998
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,139.047,22.26
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,138.931,22.337
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,138.207,23.42
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.955,24.721
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.954,24.78
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.972,24.932
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.935,25.405
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.977,25.624000000000002
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.786,25.913
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.761,26.035999999999998
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.70600000000002,26.127
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.531,27.19
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.562,27.638
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.637,27.92
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.64700000000002,27.998
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.71,28.19
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.756,28.359
Ogasawara Islands,Tropical Northwestern Pacific,Central Indo-Pacific,Tropical,137.545,28.673000000000002
